name,move,level_learned_at,power,damage_class,type
tentacool,headbutt,0.0,70.0,physical,normal
geodude,headbutt,0.0,70.0,physical,normal
venusaur,headbutt,0.0,70.0,physical,normal
charmeleon,headbutt,0.0,70.0,physical,normal
charizard,headbutt,0.0,70.0,physical,normal
wartortle,headbutt,0.0,70.0,physical,normal
blastoise,headbutt,0.0,70.0,physical,normal
butterfree,headbutt,0.0,70.0,physical,normal
beedrill,headbutt,0.0,70.0,physical,normal
pidgeotto,headbutt,0.0,70.0,physical,normal
pidgeot,headbutt,0.0,70.0,physical,normal
raticate,headbutt,0.0,70.0,physical,normal
fearow,headbutt,0.0,70.0,physical,normal
arbok,headbutt,0.0,70.0,physical,normal
pikachu,headbutt,0.0,70.0,physical,normal
raichu,headbutt,0.0,70.0,physical,normal
sandslash,headbutt,0.0,70.0,physical,normal
nidorina,headbutt,0.0,70.0,physical,normal
nidoqueen,headbutt,0.0,70.0,physical,normal
nidorino,headbutt,0.0,70.0,physical,normal
nidoking,headbutt,0.0,70.0,physical,normal
clefairy,headbutt,0.0,70.0,physical,normal
clefable,headbutt,0.0,70.0,physical,normal
ninetales,headbutt,0.0,70.0,physical,normal
jigglypuff,headbutt,0.0,70.0,physical,normal
wigglytuff,headbutt,0.0,70.0,physical,normal
golbat,headbutt,0.0,70.0,physical,normal
gloom,headbutt,0.0,70.0,physical,normal
vileplume,headbutt,0.0,70.0,physical,normal
parasect,headbutt,0.0,70.0,physical,normal
venomoth,headbutt,0.0,70.0,physical,normal
dugtrio,headbutt,0.0,70.0,physical,normal
persian,headbutt,0.0,70.0,physical,normal
golduck,headbutt,0.0,70.0,physical,normal
primeape,headbutt,0.0,70.0,physical,normal
arcanine,headbutt,0.0,70.0,physical,normal
poliwhirl,headbutt,0.0,70.0,physical,normal
poliwrath,headbutt,0.0,70.0,physical,normal
kadabra,headbutt,0.0,70.0,physical,normal
alakazam,headbutt,0.0,70.0,physical,normal
machoke,headbutt,0.0,70.0,physical,normal
machamp,headbutt,0.0,70.0,physical,normal
weepinbell,headbutt,0.0,70.0,physical,normal
victreebel,headbutt,0.0,70.0,physical,normal
tentacruel,headbutt,0.0,70.0,physical,normal
graveler,headbutt,0.0,70.0,physical,normal
ponyta,headbutt,0.0,70.0,physical,normal
slowpoke,headbutt,22.0,70.0,physical,normal
magnemite,headbutt,0.0,70.0,physical,normal
farfetchd,headbutt,0.0,70.0,physical,normal
doduo,headbutt,0.0,70.0,physical,normal
seel,headbutt,1.0,70.0,physical,normal
grimer,headbutt,0.0,70.0,physical,normal
shellder,headbutt,0.0,70.0,physical,normal
gastly,headbutt,0.0,70.0,physical,normal
onix,headbutt,0.0,70.0,physical,normal
drowzee,headbutt,24.0,70.0,physical,normal
krabby,headbutt,0.0,70.0,physical,normal
voltorb,headbutt,0.0,70.0,physical,normal
exeggcute,headbutt,0.0,70.0,physical,normal
cubone,headbutt,18.0,70.0,physical,normal
lickitung,headbutt,0.0,70.0,physical,normal
koffing,headbutt,0.0,70.0,physical,normal
rhyhorn,headbutt,0.0,70.0,physical,normal
tangela,headbutt,0.0,70.0,physical,normal
kangaskhan,headbutt,0.0,70.0,physical,normal
horsea,headbutt,0.0,70.0,physical,normal
goldeen,headbutt,0.0,70.0,physical,normal
staryu,headbutt,0.0,70.0,physical,normal
scyther,headbutt,0.0,70.0,physical,normal
pinsir,headbutt,0.0,70.0,physical,normal
tauros,headbutt,0.0,70.0,physical,normal
lapras,headbutt,0.0,70.0,physical,normal
eevee,headbutt,0.0,70.0,physical,normal
porygon,headbutt,0.0,70.0,physical,normal
omanyte,headbutt,0.0,70.0,physical,normal
kabuto,headbutt,0.0,70.0,physical,normal
aerodactyl,headbutt,0.0,70.0,physical,normal
articuno,headbutt,0.0,70.0,physical,normal
zapdos,headbutt,0.0,70.0,physical,normal
moltres,headbutt,0.0,70.0,physical,normal
dratini,headbutt,0.0,70.0,physical,normal
mewtwo,headbutt,0.0,70.0,physical,normal
rapidash,headbutt,0.0,70.0,physical,normal
slowbro,headbutt,1.0,70.0,physical,normal
magneton,headbutt,0.0,70.0,physical,normal
dodrio,headbutt,0.0,70.0,physical,normal
dewgong,headbutt,1.0,70.0,physical,normal
muk,headbutt,0.0,70.0,physical,normal
cloyster,headbutt,0.0,70.0,physical,normal
haunter,headbutt,0.0,70.0,physical,normal
gengar,headbutt,0.0,70.0,physical,normal
hypno,headbutt,24.0,70.0,physical,normal
kingler,headbutt,0.0,70.0,physical,normal
electrode,headbutt,0.0,70.0,physical,normal
exeggutor,headbutt,0.0,70.0,physical,normal
marowak,headbutt,18.0,70.0,physical,normal
hitmonlee,headbutt,0.0,70.0,physical,normal
hitmonchan,headbutt,0.0,70.0,physical,normal
weezing,headbutt,0.0,70.0,physical,normal
rhydon,headbutt,0.0,70.0,physical,normal
chansey,headbutt,0.0,70.0,physical,normal
seadra,headbutt,0.0,70.0,physical,normal
seaking,headbutt,0.0,70.0,physical,normal
starmie,headbutt,0.0,70.0,physical,normal
mr-mime,headbutt,0.0,70.0,physical,normal
jynx,headbutt,0.0,70.0,physical,normal
electabuzz,headbutt,0.0,70.0,physical,normal
magmar,headbutt,0.0,70.0,physical,normal
gyarados,headbutt,0.0,70.0,physical,normal
vaporeon,headbutt,0.0,70.0,physical,normal
jolteon,headbutt,0.0,70.0,physical,normal
flareon,headbutt,0.0,70.0,physical,normal
omastar,headbutt,0.0,70.0,physical,normal
kabutops,headbutt,0.0,70.0,physical,normal
snorlax,headbutt,1.0,70.0,physical,normal
dragonair,headbutt,0.0,70.0,physical,normal
dragonite,headbutt,0.0,70.0,physical,normal
mew,headbutt,0.0,70.0,physical,normal
ivysaur,headbutt,0.0,70.0,physical,normal
golem,headbutt,0.0,70.0,physical,normal
nidoran-m,horn-attack,8.0,65.0,physical,normal
nidorino,horn-attack,1.0,65.0,physical,normal
nidoking,horn-attack,1.0,65.0,physical,normal
rhyhorn,horn-attack,1.0,65.0,physical,normal
goldeen,horn-attack,24.0,65.0,physical,normal
tauros,horn-attack,13.0,65.0,physical,normal
omanyte,horn-attack,34.0,65.0,physical,normal
rhydon,horn-attack,1.0,65.0,physical,normal
seaking,horn-attack,24.0,65.0,physical,normal
omastar,horn-attack,1.0,65.0,physical,normal
spearow,fury-attack,15.0,15.0,physical,normal
nidoran-m,fury-attack,29.0,15.0,physical,normal
beedrill,fury-attack,1.0,15.0,physical,normal
fearow,fury-attack,15.0,15.0,physical,normal
nidorino,fury-attack,32.0,15.0,physical,normal
nidoking,fury-attack,1.0,15.0,physical,normal
farfetchd,fury-attack,15.0,15.0,physical,normal
doduo,fury-attack,24.0,15.0,physical,normal
rhyhorn,fury-attack,40.0,15.0,physical,normal
goldeen,fury-attack,30.0,15.0,physical,normal
pinsir,fury-attack,0.0,15.0,physical,normal
rapidash,fury-attack,40.0,15.0,physical,normal
dodrio,fury-attack,1.0,15.0,physical,normal
rhydon,fury-attack,1.0,15.0,physical,normal
seaking,fury-attack,30.0,15.0,physical,normal
nidoran-m,horn-drill,36.0,,physical,normal
nidorina,horn-drill,0.0,,physical,normal
nidoqueen,horn-drill,0.0,,physical,normal
nidorino,horn-drill,41.0,,physical,normal
nidoking,horn-drill,0.0,,physical,normal
ponyta,horn-drill,0.0,,physical,normal
seel,horn-drill,0.0,,physical,normal
rhyhorn,horn-drill,45.0,,physical,normal
goldeen,horn-drill,45.0,,physical,normal
tauros,horn-drill,0.0,,physical,normal
lapras,horn-drill,0.0,,physical,normal
rapidash,horn-drill,0.0,,physical,normal
dewgong,horn-drill,0.0,,physical,normal
rhydon,horn-drill,48.0,,physical,normal
seaking,horn-drill,48.0,,physical,normal
omastar,horn-drill,0.0,,physical,normal
dragonair,horn-drill,0.0,,physical,normal
dragonite,horn-drill,0.0,,physical,normal
mew,horn-drill,0.0,,physical,normal
bulbasaur,tackle,1.0,40.0,physical,normal
squirtle,tackle,1.0,40.0,physical,normal
caterpie,tackle,1.0,40.0,physical,normal
pidgey,tackle,1.0,40.0,physical,normal
rattata,tackle,1.0,40.0,physical,normal
nidoran-f,tackle,1.0,40.0,physical,normal
nidoran-m,tackle,1.0,40.0,physical,normal
vulpix,tackle,1.0,40.0,physical,normal
venonat,tackle,1.0,40.0,physical,normal
geodude,tackle,1.0,40.0,physical,normal
venusaur,tackle,1.0,40.0,physical,normal
wartortle,tackle,1.0,40.0,physical,normal
blastoise,tackle,1.0,40.0,physical,normal
butterfree,tackle,1.0,40.0,physical,normal
pidgeotto,tackle,1.0,40.0,physical,normal
pidgeot,tackle,1.0,40.0,physical,normal
raticate,tackle,1.0,40.0,physical,normal
nidorina,tackle,1.0,40.0,physical,normal
nidoqueen,tackle,1.0,40.0,physical,normal
nidorino,tackle,1.0,40.0,physical,normal
nidoking,tackle,1.0,40.0,physical,normal
ninetales,tackle,1.0,40.0,physical,normal
venomoth,tackle,1.0,40.0,physical,normal
graveler,tackle,1.0,40.0,physical,normal
ponyta,tackle,1.0,40.0,physical,normal
slowpoke,tackle,1.0,40.0,physical,normal
magnemite,tackle,1.0,40.0,physical,normal
shellder,tackle,1.0,40.0,physical,normal
onix,tackle,1.0,40.0,physical,normal
voltorb,tackle,1.0,40.0,physical,normal
koffing,tackle,1.0,40.0,physical,normal
rhyhorn,tackle,1.0,40.0,physical,normal
staryu,tackle,1.0,40.0,physical,normal
tauros,tackle,1.0,40.0,physical,normal
magikarp,tackle,15.0,40.0,physical,normal
eevee,tackle,1.0,40.0,physical,normal
porygon,tackle,1.0,40.0,physical,normal
rapidash,tackle,1.0,40.0,physical,normal
slowbro,tackle,1.0,40.0,physical,normal
magneton,tackle,1.0,40.0,physical,normal
cloyster,tackle,1.0,40.0,physical,normal
electrode,tackle,1.0,40.0,physical,normal
hitmonlee,tackle,1.0,40.0,physical,normal
hitmonchan,tackle,1.0,40.0,physical,normal
weezing,tackle,1.0,40.0,physical,normal
rhydon,tackle,1.0,40.0,physical,normal
starmie,tackle,1.0,40.0,physical,normal
gyarados,tackle,1.0,40.0,physical,normal
vaporeon,tackle,1.0,40.0,physical,normal
jolteon,tackle,1.0,40.0,physical,normal
flareon,tackle,1.0,40.0,physical,normal
snorlax,tackle,1.0,40.0,physical,normal
ivysaur,tackle,1.0,40.0,physical,normal
golem,tackle,1.0,40.0,physical,normal
bulbasaur,body-slam,0.0,85.0,physical,normal
charmander,body-slam,0.0,85.0,physical,normal
squirtle,body-slam,0.0,85.0,physical,normal
rattata,body-slam,0.0,85.0,physical,normal
ekans,body-slam,0.0,85.0,physical,normal
sandshrew,body-slam,0.0,85.0,physical,normal
nidoran-f,body-slam,0.0,85.0,physical,normal
nidoran-m,body-slam,0.0,85.0,physical,normal
vulpix,body-slam,0.0,85.0,physical,normal
paras,body-slam,0.0,85.0,physical,normal
diglett,body-slam,0.0,85.0,physical,normal
meowth,body-slam,0.0,85.0,physical,normal
psyduck,body-slam,0.0,85.0,physical,normal
mankey,body-slam,0.0,85.0,physical,normal
growlithe,body-slam,0.0,85.0,physical,normal
poliwag,body-slam,31.0,85.0,physical,normal
abra,body-slam,0.0,85.0,physical,normal
machop,body-slam,0.0,85.0,physical,normal
geodude,body-slam,0.0,85.0,physical,normal
venusaur,body-slam,0.0,85.0,physical,normal
charmeleon,body-slam,0.0,85.0,physical,normal
charizard,body-slam,0.0,85.0,physical,normal
wartortle,body-slam,0.0,85.0,physical,normal
blastoise,body-slam,0.0,85.0,physical,normal
raticate,body-slam,0.0,85.0,physical,normal
arbok,body-slam,0.0,85.0,physical,normal
pikachu,body-slam,0.0,85.0,physical,normal
raichu,body-slam,0.0,85.0,physical,normal
sandslash,body-slam,0.0,85.0,physical,normal
nidorina,body-slam,0.0,85.0,physical,normal
nidoqueen,body-slam,1.0,85.0,physical,normal
nidorino,body-slam,0.0,85.0,physical,normal
nidoking,body-slam,0.0,85.0,physical,normal
clefairy,body-slam,0.0,85.0,physical,normal
clefable,body-slam,0.0,85.0,physical,normal
ninetales,body-slam,0.0,85.0,physical,normal
jigglypuff,body-slam,34.0,85.0,physical,normal
wigglytuff,body-slam,0.0,85.0,physical,normal
vileplume,body-slam,0.0,85.0,physical,normal
parasect,body-slam,0.0,85.0,physical,normal
dugtrio,body-slam,0.0,85.0,physical,normal
persian,body-slam,0.0,85.0,physical,normal
golduck,body-slam,0.0,85.0,physical,normal
primeape,body-slam,0.0,85.0,physical,normal
arcanine,body-slam,0.0,85.0,physical,normal
poliwhirl,body-slam,33.0,85.0,physical,normal
poliwrath,body-slam,1.0,85.0,physical,normal
kadabra,body-slam,0.0,85.0,physical,normal
alakazam,body-slam,0.0,85.0,physical,normal
machoke,body-slam,0.0,85.0,physical,normal
machamp,body-slam,0.0,85.0,physical,normal
weepinbell,body-slam,0.0,85.0,physical,normal
victreebel,body-slam,0.0,85.0,physical,normal
graveler,body-slam,0.0,85.0,physical,normal
ponyta,body-slam,0.0,85.0,physical,normal
slowpoke,body-slam,0.0,85.0,physical,normal
farfetchd,body-slam,0.0,85.0,physical,normal
doduo,body-slam,0.0,85.0,physical,normal
seel,body-slam,0.0,85.0,physical,normal
grimer,body-slam,0.0,85.0,physical,normal
onix,body-slam,0.0,85.0,physical,normal
drowzee,body-slam,0.0,85.0,physical,normal
krabby,body-slam,0.0,85.0,physical,normal
cubone,body-slam,0.0,85.0,physical,normal
lickitung,body-slam,0.0,85.0,physical,normal
koffing,body-slam,0.0,85.0,physical,normal
rhyhorn,body-slam,0.0,85.0,physical,normal
tangela,body-slam,0.0,85.0,physical,normal
kangaskhan,body-slam,0.0,85.0,physical,normal
goldeen,body-slam,0.0,85.0,physical,normal
pinsir,body-slam,0.0,85.0,physical,normal
tauros,body-slam,0.0,85.0,physical,normal
lapras,body-slam,25.0,85.0,physical,normal
eevee,body-slam,0.0,85.0,physical,normal
omanyte,body-slam,0.0,85.0,physical,normal
kabuto,body-slam,0.0,85.0,physical,normal
dratini,body-slam,0.0,85.0,physical,normal
mewtwo,body-slam,0.0,85.0,physical,normal
rapidash,body-slam,0.0,85.0,physical,normal
slowbro,body-slam,0.0,85.0,physical,normal
dodrio,body-slam,0.0,85.0,physical,normal
dewgong,body-slam,0.0,85.0,physical,normal
muk,body-slam,0.0,85.0,physical,normal
cloyster,body-slam,0.0,85.0,physical,normal
gengar,body-slam,0.0,85.0,physical,normal
hypno,body-slam,0.0,85.0,physical,normal
kingler,body-slam,0.0,85.0,physical,normal
exeggutor,body-slam,0.0,85.0,physical,normal
marowak,body-slam,0.0,85.0,physical,normal
hitmonlee,body-slam,0.0,85.0,physical,normal
hitmonchan,body-slam,0.0,85.0,physical,normal
weezing,body-slam,0.0,85.0,physical,normal
rhydon,body-slam,0.0,85.0,physical,normal
chansey,body-slam,0.0,85.0,physical,normal
seaking,body-slam,0.0,85.0,physical,normal
mr-mime,body-slam,0.0,85.0,physical,normal
jynx,body-slam,39.0,85.0,physical,normal
electabuzz,body-slam,0.0,85.0,physical,normal
magmar,body-slam,0.0,85.0,physical,normal
gyarados,body-slam,0.0,85.0,physical,normal
vaporeon,body-slam,0.0,85.0,physical,normal
jolteon,body-slam,0.0,85.0,physical,normal
flareon,body-slam,0.0,85.0,physical,normal
omastar,body-slam,0.0,85.0,physical,normal
kabutops,body-slam,0.0,85.0,physical,normal
snorlax,body-slam,35.0,85.0,physical,normal
dragonair,body-slam,0.0,85.0,physical,normal
dragonite,body-slam,0.0,85.0,physical,normal
mew,body-slam,0.0,85.0,physical,normal
ivysaur,body-slam,0.0,85.0,physical,normal
golem,body-slam,0.0,85.0,physical,normal
ekans,wrap,1.0,15.0,physical,normal
bellsprout,wrap,13.0,15.0,physical,normal
tentacool,wrap,13.0,15.0,physical,normal
arbok,wrap,1.0,15.0,physical,normal
weepinbell,wrap,1.0,15.0,physical,normal
victreebel,wrap,13.0,15.0,physical,normal
tentacruel,wrap,1.0,15.0,physical,normal
lickitung,wrap,1.0,15.0,physical,normal
dratini,wrap,1.0,15.0,physical,normal
dragonair,wrap,1.0,15.0,physical,normal
dragonite,wrap,1.0,15.0,physical,normal
bulbasaur,take-down,0.0,90.0,physical,normal
charmander,take-down,0.0,90.0,physical,normal
squirtle,take-down,0.0,90.0,physical,normal
pidgey,take-down,0.0,90.0,physical,normal
rattata,take-down,0.0,90.0,physical,normal
spearow,take-down,0.0,90.0,physical,normal
ekans,take-down,0.0,90.0,physical,normal
sandshrew,take-down,0.0,90.0,physical,normal
nidoran-f,take-down,0.0,90.0,physical,normal
nidoran-m,take-down,0.0,90.0,physical,normal
vulpix,take-down,0.0,90.0,physical,normal
zubat,take-down,0.0,90.0,physical,normal
oddish,take-down,0.0,90.0,physical,normal
paras,take-down,0.0,90.0,physical,normal
venonat,take-down,0.0,90.0,physical,normal
diglett,take-down,0.0,90.0,physical,normal
meowth,take-down,0.0,90.0,physical,normal
psyduck,take-down,0.0,90.0,physical,normal
mankey,take-down,0.0,90.0,physical,normal
growlithe,take-down,30.0,90.0,physical,normal
poliwag,take-down,0.0,90.0,physical,normal
abra,take-down,0.0,90.0,physical,normal
machop,take-down,0.0,90.0,physical,normal
bellsprout,take-down,0.0,90.0,physical,normal
tentacool,take-down,0.0,90.0,physical,normal
geodude,take-down,0.0,90.0,physical,normal
venusaur,take-down,0.0,90.0,physical,normal
charmeleon,take-down,0.0,90.0,physical,normal
charizard,take-down,0.0,90.0,physical,normal
wartortle,take-down,0.0,90.0,physical,normal
blastoise,take-down,0.0,90.0,physical,normal
butterfree,take-down,0.0,90.0,physical,normal
beedrill,take-down,0.0,90.0,physical,normal
pidgeotto,take-down,0.0,90.0,physical,normal
pidgeot,take-down,0.0,90.0,physical,normal
raticate,take-down,0.0,90.0,physical,normal
fearow,take-down,0.0,90.0,physical,normal
arbok,take-down,0.0,90.0,physical,normal
pikachu,take-down,0.0,90.0,physical,normal
raichu,take-down,0.0,90.0,physical,normal
sandslash,take-down,0.0,90.0,physical,normal
nidorina,take-down,0.0,90.0,physical,normal
nidoqueen,take-down,0.0,90.0,physical,normal
nidorino,take-down,0.0,90.0,physical,normal
nidoking,take-down,0.0,90.0,physical,normal
clefairy,take-down,0.0,90.0,physical,normal
clefable,take-down,0.0,90.0,physical,normal
ninetales,take-down,0.0,90.0,physical,normal
jigglypuff,take-down,0.0,90.0,physical,normal
wigglytuff,take-down,0.0,90.0,physical,normal
golbat,take-down,0.0,90.0,physical,normal
gloom,take-down,0.0,90.0,physical,normal
vileplume,take-down,0.0,90.0,physical,normal
parasect,take-down,0.0,90.0,physical,normal
venomoth,take-down,0.0,90.0,physical,normal
dugtrio,take-down,0.0,90.0,physical,normal
persian,take-down,0.0,90.0,physical,normal
golduck,take-down,0.0,90.0,physical,normal
primeape,take-down,0.0,90.0,physical,normal
arcanine,take-down,1.0,90.0,physical,normal
poliwhirl,take-down,0.0,90.0,physical,normal
poliwrath,take-down,0.0,90.0,physical,normal
kadabra,take-down,0.0,90.0,physical,normal
alakazam,take-down,0.0,90.0,physical,normal
machoke,take-down,0.0,90.0,physical,normal
machamp,take-down,0.0,90.0,physical,normal
weepinbell,take-down,0.0,90.0,physical,normal
victreebel,take-down,0.0,90.0,physical,normal
tentacruel,take-down,0.0,90.0,physical,normal
graveler,take-down,0.0,90.0,physical,normal
ponyta,take-down,43.0,90.0,physical,normal
slowpoke,take-down,0.0,90.0,physical,normal
magnemite,take-down,0.0,90.0,physical,normal
farfetchd,take-down,0.0,90.0,physical,normal
doduo,take-down,0.0,90.0,physical,normal
seel,take-down,45.0,90.0,physical,normal
grimer,take-down,0.0,90.0,physical,normal
shellder,take-down,0.0,90.0,physical,normal
onix,take-down,0.0,90.0,physical,normal
drowzee,take-down,0.0,90.0,physical,normal
krabby,take-down,0.0,90.0,physical,normal
voltorb,take-down,0.0,90.0,physical,normal
exeggcute,take-down,0.0,90.0,physical,normal
cubone,take-down,0.0,90.0,physical,normal
lickitung,take-down,0.0,90.0,physical,normal
koffing,take-down,0.0,90.0,physical,normal
rhyhorn,take-down,55.0,90.0,physical,normal
tangela,take-down,0.0,90.0,physical,normal
kangaskhan,take-down,0.0,90.0,physical,normal
horsea,take-down,0.0,90.0,physical,normal
goldeen,take-down,0.0,90.0,physical,normal
staryu,take-down,0.0,90.0,physical,normal
scyther,take-down,0.0,90.0,physical,normal
pinsir,take-down,0.0,90.0,physical,normal
tauros,take-down,51.0,90.0,physical,normal
lapras,take-down,0.0,90.0,physical,normal
eevee,take-down,45.0,90.0,physical,normal
porygon,take-down,0.0,90.0,physical,normal
omanyte,take-down,0.0,90.0,physical,normal
kabuto,take-down,0.0,90.0,physical,normal
aerodactyl,take-down,45.0,90.0,physical,normal
articuno,take-down,0.0,90.0,physical,normal
zapdos,take-down,0.0,90.0,physical,normal
moltres,take-down,0.0,90.0,physical,normal
dratini,take-down,0.0,90.0,physical,normal
mewtwo,take-down,0.0,90.0,physical,normal
rapidash,take-down,47.0,90.0,physical,normal
slowbro,take-down,0.0,90.0,physical,normal
magneton,take-down,0.0,90.0,physical,normal
dodrio,take-down,0.0,90.0,physical,normal
dewgong,take-down,50.0,90.0,physical,normal
muk,take-down,0.0,90.0,physical,normal
cloyster,take-down,0.0,90.0,physical,normal
gengar,take-down,0.0,90.0,physical,normal
hypno,take-down,0.0,90.0,physical,normal
kingler,take-down,0.0,90.0,physical,normal
electrode,take-down,0.0,90.0,physical,normal
exeggutor,take-down,0.0,90.0,physical,normal
marowak,take-down,0.0,90.0,physical,normal
hitmonlee,take-down,0.0,90.0,physical,normal
hitmonchan,take-down,0.0,90.0,physical,normal
weezing,take-down,0.0,90.0,physical,normal
rhydon,take-down,64.0,90.0,physical,normal
chansey,take-down,0.0,90.0,physical,normal
seadra,take-down,0.0,90.0,physical,normal
seaking,take-down,0.0,90.0,physical,normal
